#k-distance eigenvalue[eV]
1.29273238 1.27110000
1.31708884 1.24800000
1.34144530 1.22420000
1.36580176 1.20020000
1.39015822 1.17690000
1.41451469 1.15500000
1.43887115 1.13540000
1.46322761 1.11900000
1.48758407 1.10670000
1.51194054 1.09910000
1.53629700 1.09650000
1.53629700 1.09650000
1.55358368 1.09730000
1.57087037 1.09960000
1.58815705 1.10350000
1.60544373 1.10860000
1.62273041 1.11480000
1.64001709 1.12170000
1.65730377 1.12910000
1.67459046 1.13650000
1.69187714 1.14400000
1.70916382 1.15090000
1.72645051 1.13400000
1.74373719 1.10960000
1.76102387 1.08340000
1.77831055 1.05630000
1.79559723 1.02900000
1.79559723 1.02900000
1.82245067 1.02860000
1.84930411 1.02810000
1.87615755 1.02840000
1.90301098 1.03080000
1.92986442 1.03660000
1.95671786 1.04660000
1.98357129 1.06080000
2.01042473 1.07920000
2.03727817 1.10110000
2.06413160 1.12560000
2.09098505 1.15140000
2.11783848 1.17690000
2.14469191 1.19950000
2.17154536 1.21570000
2.19839879 1.22170000
2.19839879 1.22170000
2.22275525 1.22070000
2.24711172 1.21760000
2.27146818 1.21280000
2.29582464 1.20710000
2.32018111 1.20150000
2.34453757 1.19720000
2.36889403 1.19510000
2.39325050 1.19560000
2.41760696 1.19920000
2.44196342 1.20600000
2.46631989 1.21620000
2.49067635 1.22930000
2.51503281 1.24530000
2.53938927 1.26350000
2.56374573 1.28380000
2.56374573 1.28380000
2.59059917 1.28450000
2.61745261 1.28690000
2.64430605 1.29090000
2.67115948 1.29650000
2.69801292 1.30390000
2.72486636 1.31260000
2.75171979 1.32240000
2.77857323 1.33240000
2.80542667 1.34190000
2.83228010 1.35030000
2.85913355 1.35720000
2.88598698 1.36250000
2.91284042 1.36610000
2.93969386 1.36830000
2.96654729 1.36890000
2.96654729 1.36890000
2.99090375 1.34240000
3.01526022 1.31380000
3.03961668 1.28420000
3.06397314 1.25430000
3.08832961 1.22470000
3.11268607 1.19560000
3.13704253 1.16730000
3.16139900 1.14000000
3.18575546 1.11420000
3.21011192 1.09040000
3.23446839 1.06950000
3.25882485 1.05240000
3.28318131 1.03950000
3.30753777 1.03160000
3.33189424 1.02900000
3.33189424 1.31050000
3.34918092 1.31090000
3.36646760 1.31210000
3.38375428 1.31420000
3.40104096 1.31710000
3.41832765 1.32060000
3.43561433 1.32470000
3.45290101 1.32940000
3.47018769 1.33450000
3.48747437 1.34000000
3.50476105 1.34570000
3.52204774 1.35130000
3.53933442 1.35670000
3.55662110 1.36160000
3.57390779 1.36580000
3.59119447 1.36890000
3.59119447 1.22170000
3.60848115 1.22270000
3.62576783 1.22540000
3.64305451 1.22990000
3.66034119 1.23590000
3.67762788 1.24310000
3.69491456 1.25110000
3.71220124 1.25880000
3.72948793 1.26430000
3.74677461 1.26530000
3.76406129 1.26260000
3.78134797 1.25880000
3.79863465 1.25530000
3.81592133 1.25250000
3.83320802 1.25080000
3.85049470 1.25020000
3.85049470 1.25360000
3.86778138 1.25350000
3.88506806 1.25280000
3.90235474 1.25200000
3.91964143 1.25120000
3.93692811 1.25040000
3.95421479 1.24990000
3.97150147 1.25000000
3.98878816 1.25080000
4.00607484 1.25250000
4.02336152 1.25510000
4.04064820 1.25880000
4.05793488 1.26360000
4.07522156 1.26930000
4.09250825 1.27610000
4.10979493 1.28380000

0.00000000 1.12250000
0.02685343 1.12440000
0.05370688 1.13030000
0.08056031 1.14020000
0.10741375 1.15390000
0.13426719 1.17130000
0.16112062 1.17670000
0.18797406 1.18130000
0.21482750 1.18830000
0.24168093 1.19750000
0.26853437 1.20900000
0.29538781 1.22750000
0.32224125 1.25020000
0.34909468 1.27240000
0.37594812 1.29730000
0.40280156 1.32010000
0.40280156 1.32010000
0.42715802 1.31370000
0.45151449 1.30410000
0.47587095 1.29580000
0.50022741 1.28970000
0.52458387 1.28600000
0.54894034 1.28330000
0.57329680 1.28110000
0.59765326 1.27910000
0.62200972 1.27760000
0.64636618 1.27660000
0.67072265 1.27630000
0.69507911 1.27640000
0.71943557 1.27670000
0.74379204 1.27690000
0.76814850 1.27710000
0.76814850 1.27710000
0.79500194 1.27800000
0.82185538 1.28180000
0.84870881 1.28960000
0.87556225 1.30090000
0.90241569 1.31510000
0.92926912 1.33150000
0.95612256 1.34950000
0.98297600 1.36800000
1.00982944 1.38560000
1.03668287 1.39670000
1.06353631 1.39400000
1.09038975 1.38580000
1.11724318 1.37850000
1.14409662 1.37350000
1.17095006 1.37170000
1.17095006 1.37170000
1.19530652 1.35540000
1.21966299 1.38430000
1.24401945 1.39250000
1.26837591 1.38240000
1.29273238 1.35850000
1.31708884 1.32700000
1.34144530 1.29250000
1.36580176 1.25790000
1.39015822 1.22530000
1.41451469 1.19570000
1.43887115 1.17020000
1.46322761 1.14970000
1.48758407 1.13470000
1.51194054 1.12560000
1.53629700 1.12250000
1.53629700 1.12250000
1.55358368 1.12300000
1.57087037 1.12460000
1.58815705 1.12720000
1.60544373 1.13060000
1.62273041 1.13480000
1.64001709 1.13960000
1.65730377 1.14480000
1.67459046 1.15010000
1.69187714 1.15520000
1.70916382 1.15560000
1.72645051 1.15700000
1.74373719 1.16230000
1.76102387 1.16640000
1.77831055 1.16920000
1.79559723 1.17070000
1.79559723 1.17070000
1.82245067 1.17130000
1.84930411 1.17320000
1.87615755 1.17660000
1.90301098 1.18180000
1.92986442 1.18910000
1.95671786 1.19890000
1.98357129 1.21130000
2.01042473 1.22650000
2.03727817 1.24430000
2.06413160 1.26460000
2.09098505 1.28650000
2.11783848 1.30910000
2.14469191 1.33050000
2.17154536 1.34720000
2.19839879 1.35380000
2.19839879 1.35380000
2.22275525 1.35290000
2.24711172 1.35230000
2.27146818 1.35450000
2.29582464 1.36060000
2.32018111 1.37030000
2.34453757 1.38270000
2.36889403 1.39670000
2.39325050 1.40660000
2.41760696 1.41040000
2.44196342 1.39370000
2.46631989 1.37290000
2.49067635 1.35070000
2.51503281 1.32810000
2.53938927 1.30550000
2.56374573 1.28380000
2.56374573 1.28380000
2.59059917 1.28460000
2.61745261 1.28690000
2.64430605 1.29090000
2.67115948 1.29660000
2.69801292 1.30390000
2.72486636 1.31270000
2.75171979 1.32240000
2.77857323 1.33240000
2.80542667 1.34190000
2.83228010 1.35030000
2.85913355 1.35730000
2.88598698 1.36250000
2.91284042 1.36610000
2.93969386 1.36830000
2.96654729 1.36890000
2.96654729 1.36890000
2.99090375 1.39160000
3.01526022 1.40430000
3.03961668 1.39060000
3.06397314 1.35700000
3.08832961 1.31980000
3.11268607 1.28390000
3.13704253 1.25140000
3.16139900 1.22390000
3.18575546 1.20210000
3.21011192 1.18670000
3.23446839 1.17700000
3.25882485 1.17210000
3.28318131 1.17050000
3.30753777 1.17050000
3.33189424 1.17070000
3.33189424 1.37170000
3.34918092 1.37160000
3.36646760 1.37130000
3.38375428 1.37110000
3.40104096 1.37080000
3.41832765 1.37050000
3.43561433 1.37040000
3.45290101 1.37050000
3.47018769 1.37070000
3.48747437 1.37110000
3.50476105 1.37170000
3.52204774 1.37230000
3.53933442 1.37240000
3.55662110 1.37210000
3.57390779 1.37100000
3.59119447 1.36890000
3.59119447 1.35380000
3.60848115 1.35340000
3.62576783 1.35240000
3.64305451 1.34300000
3.66034119 1.33150000
3.67762788 1.32060000
3.69491456 1.31110000
3.71220124 1.30360000
3.72948793 1.29980000
3.74677461 1.30180000
3.76406129 1.30820000
3.78134797 1.31610000
3.79863465 1.32330000
3.81592133 1.32160000
3.83320802 1.32050000
3.85049470 1.32010000
3.85049470 1.27710000
3.86778138 1.27850000
3.88506806 1.28250000
3.90235474 1.28910000
3.91964143 1.29820000
3.93692811 1.30940000
3.95421479 1.32240000
3.97150147 1.33710000
3.98878816 1.34630000
4.00607484 1.33810000
4.02336152 1.32930000
4.04064820 1.32000000
4.05793488 1.31060000
4.07522156 1.30130000
4.09250825 1.29230000
4.10979493 1.28380000

0.00000000 1.18710000
0.02685343 1.18560000
0.05370688 1.18190000
0.08056031 1.17780000
0.10741375 1.17510000
0.13426719 1.17460000
0.16112062 1.19210000
0.18797406 1.21610000
0.21482750 1.24260000
0.24168093 1.27110000
0.26853437 1.27290000
0.29538781 1.26890000
0.32224125 1.26510000
0.34909468 1.27360000
0.37594812 1.30570000
0.40280156 1.32010000
0.40280156 1.32010000
0.42715802 1.31370000
0.45151449 1.30410000
0.47587095 1.29580000
0.50022741 1.28970000
0.52458387 1.28600000
0.54894034 1.28330000
0.57329680 1.28110000
0.59765326 1.27910000
0.62200972 1.27760000
0.64636618 1.27660000
0.67072265 1.27630000
0.69507911 1.27640000
0.71943557 1.27670000
0.74379204 1.27690000
0.76814850 1.27710000
0.76814850 1.27710000
0.79500194 1.27800000
0.82185538 1.28180000
0.84870881 1.28960000
0.87556225 1.30090000
0.90241569 1.31510000
0.92926912 1.33160000
0.95612256 1.34950000
0.98297600 1.36800000
1.00982944 1.38560000
1.03668287 1.39670000
1.06353631 1.39400000
1.09038975 1.38580000
1.11724318 1.37850000
1.14409662 1.37350000
1.17095006 1.37170000
1.17095006 1.37170000
1.19530652 1.38850000
1.21966299 1.40450000
1.24401945 1.41950000
1.26837591 1.43360000
1.29273238 1.40880000
1.31708884 1.37370000
1.34144530 1.34000000
1.36580176 1.30830000
1.39015822 1.27900000
1.41451469 1.25290000
1.43887115 1.23030000
1.46322761 1.21200000
1.48758407 1.19830000
1.51194054 1.19000000
1.53629700 1.18710000
1.53629700 1.18710000
1.55358368 1.18780000
1.57087037 1.18990000
1.58815705 1.19280000
1.60544373 1.19600000
1.62273041 1.19820000
1.64001709 1.19820000
1.65730377 1.19480000
1.67459046 1.18670000
1.69187714 1.17350000
1.70916382 1.15990000
1.72645051 1.16410000
1.74373719 1.16750000
1.76102387 1.16970000
1.77831055 1.17090000
1.79559723 1.17070000
1.79559723 1.17070000
1.82245067 1.17130000
1.84930411 1.17320000
1.87615755 1.17660000
1.90301098 1.18180000
1.92986442 1.18910000
1.95671786 1.19890000
1.98357129 1.21130000
2.01042473 1.22650000
2.03727817 1.24430000
2.06413160 1.26460000
2.09098505 1.28650000
2.11783848 1.30910000
2.14469191 1.33050000
2.17154536 1.34720000
2.19839879 1.35380000
2.19839879 1.35380000
2.22275525 1.35290000
2.24711172 1.35230000
2.27146818 1.35450000
2.29582464 1.36060000
2.32018111 1.37030000
2.34453757 1.38270000
2.36889403 1.39670000
2.39325050 1.40660000
2.41760696 1.41040000
2.44196342 1.39370000
2.46631989 1.37290000
2.49067635 1.35070000
2.51503281 1.32810000
2.53938927 1.30550000
2.56374573 1.28380000
2.56374573 1.28380000
2.59059917 1.28460000
2.61745261 1.28690000
2.64430605 1.29090000
2.67115948 1.29660000
2.69801292 1.30390000
2.72486636 1.31270000
2.75171979 1.32240000
2.77857323 1.33240000
2.80542667 1.34190000
2.83228010 1.35030000
2.85913355 1.35730000
2.88598698 1.36250000
2.91284042 1.36610000
2.93969386 1.36830000
2.96654729 1.36890000
2.96654729 1.36890000
2.99090375 1.39160000
3.01526022 1.40430000
3.03961668 1.39060000
3.06397314 1.35700000
3.08832961 1.31980000
3.11268607 1.28390000
3.13704253 1.25140000
3.16139900 1.22390000
3.18575546 1.20210000
3.21011192 1.18670000
3.23446839 1.17700000
3.25882485 1.17210000
3.28318131 1.17050000
3.30753777 1.17050000
3.33189424 1.17070000
3.33189424 1.37170000
3.34918092 1.37160000
3.36646760 1.37130000
3.38375428 1.37110000
3.40104096 1.37080000
3.41832765 1.37050000
3.43561433 1.37040000
3.45290101 1.37050000
3.47018769 1.37070000
3.48747437 1.37120000
3.50476105 1.37180000
3.52204774 1.37230000
3.53933442 1.37250000
3.55662110 1.37210000
3.57390779 1.37100000
3.59119447 1.36890000
3.59119447 1.35380000
3.60848115 1.35340000
3.62576783 1.35240000
3.64305451 1.34300000
3.66034119 1.33150000
3.67762788 1.32060000
3.69491456 1.31110000
3.71220124 1.30360000
3.72948793 1.29980000
3.74677461 1.30180000
3.76406129 1.30820000
3.78134797 1.31610000
3.79863465 1.32330000
3.81592133 1.32160000
3.83320802 1.32050000
3.85049470 1.32010000
3.85049470 1.27710000
3.86778138 1.27850000
3.88506806 1.28250000
3.90235474 1.28910000
3.91964143 1.29820000
3.93692811 1.30940000
3.95421479 1.32240000
3.97150147 1.33710000
3.98878816 1.34630000
4.00607484 1.33810000
4.02336152 1.32930000
4.04064820 1.32000000
4.05793488 1.31060000
4.07522156 1.30130000
4.09250825 1.29230000
4.10979493 1.28380000

0.00000000 1.31650000
0.02685343 1.31530000
0.05370688 1.31190000
0.08056031 1.30700000
0.10741375 1.30180000
0.13426719 1.29630000
0.16112062 1.29110000
0.18797406 1.28620000
0.21482750 1.28160000
0.24168093 1.27720000
0.26853437 1.30070000
0.29538781 1.32900000
0.32224125 1.35020000
0.34909468 1.35360000
0.37594812 1.34040000
0.40280156 1.33510000
0.40280156 1.33510000
0.42715802 1.34200000
0.45151449 1.35370000
0.47587095 1.36680000
0.50022741 1.38120000
0.52458387 1.39710000
0.54894034 1.41420000
0.57329680 1.43110000
0.59765326 1.43700000
0.62200972 1.42600000
0.64636618 1.41370000
0.67072265 1.40210000
0.69507911 1.39160000
0.71943557 1.38330000
0.74379204 1.37780000
0.76814850 1.37600000
0.76814850 1.37600000
0.79500194 1.37920000
0.82185538 1.38760000
0.84870881 1.39910000
0.87556225 1.41170000
0.90241569 1.42390000
0.92926912 1.43460000
0.95612256 1.44170000
0.98297600 1.44200000
1.00982944 1.43610000
1.03668287 1.43290000
1.06353631 1.44340000
1.09038975 1.46150000
1.11724318 1.48020000
1.14409662 1.49550000
1.17095006 1.50180000
1.17095006 1.50180000
1.19530652 1.49150000
1.21966299 1.48170000
1.24401945 1.47070000
1.26837591 1.44480000
1.29273238 1.43770000
1.31708884 1.41980000
1.34144530 1.40300000
1.36580176 1.38660000
1.39015822 1.37080000
1.41451469 1.35590000
1.43887115 1.34270000
1.46322761 1.33160000
1.48758407 1.32340000
1.51194054 1.31820000
1.53629700 1.31650000
1.53629700 1.31650000
1.55358368 1.31650000
1.57087037 1.31650000
1.58815705 1.31710000
1.60544373 1.31840000
1.62273041 1.32080000
1.64001709 1.32430000
1.65730377 1.32900000
1.67459046 1.33490000
1.69187714 1.34190000
1.70916382 1.34990000
1.72645051 1.35900000
1.74373719 1.36910000
1.76102387 1.37970000
1.77831055 1.39080000
1.79559723 1.40180000
1.79559723 1.40180000
1.82245067 1.40020000
1.84930411 1.39530000
1.87615755 1.38810000
1.90301098 1.37920000
1.92986442 1.37000000
1.95671786 1.36140000
1.98357129 1.35410000
2.01042473 1.34900000
2.03727817 1.34620000
2.06413160 1.34590000
2.09098505 1.34760000
2.11783848 1.35150000
2.14469191 1.35730000
2.17154536 1.36450000
2.19839879 1.36880000
2.19839879 1.36880000
2.22275525 1.36920000
2.24711172 1.37030000
2.27146818 1.37240000
2.29582464 1.37580000
2.32018111 1.38090000
2.34453757 1.38800000
2.36889403 1.39670000
2.39325050 1.41110000
2.41760696 1.42370000
2.44196342 1.43250000
2.46631989 1.44320000
2.49067635 1.45260000
2.51503281 1.45990000
2.53938927 1.46460000
2.56374573 1.46670000
2.56374573 1.46670000
2.59059917 1.46670000
2.61745261 1.46680000
2.64430605 1.46690000
2.67115948 1.46710000
2.69801292 1.46770000
2.72486636 1.46890000
2.75171979 1.47130000
2.77857323 1.47540000
2.80542667 1.48140000
2.83228010 1.48940000
2.85913355 1.49870000
2.88598698 1.50810000
2.91284042 1.51630000
2.93969386 1.52180000
2.96654729 1.52380000
2.96654729 1.52380000
2.99090375 1.49260000
3.01526022 1.46370000
3.03961668 1.45480000
3.06397314 1.45990000
3.08832961 1.46330000
3.11268607 1.46210000
3.13704253 1.45680000
3.16139900 1.44870000
3.18575546 1.43930000
3.21011192 1.42960000
3.23446839 1.42070000
3.25882485 1.41290000
3.28318131 1.40690000
3.30753777 1.40310000
3.33189424 1.40180000
3.33189424 1.50180000
3.34918092 1.50320000
3.36646760 1.50740000
3.38375428 1.51430000
3.40104096 1.52320000
3.41832765 1.53350000
3.43561433 1.54270000
3.45290101 1.54640000
3.47018769 1.54430000
3.48747437 1.53990000
3.50476105 1.53500000
3.52204774 1.53030000
3.53933442 1.52650000
3.55662110 1.52390000
3.57390779 1.52300000
3.59119447 1.52380000
3.59119447 1.36880000
3.60848115 1.36430000
3.62576783 1.35440000
3.64305451 1.35070000
3.66034119 1.34830000
3.67762788 1.34550000
3.69491456 1.34230000
3.71220124 1.33880000
3.72948793 1.33530000
3.74677461 1.33180000
3.76406129 1.32860000
3.78134797 1.32570000
3.79863465 1.32370000
3.81592133 1.32970000
3.83320802 1.33370000
3.85049470 1.33510000
3.85049470 1.37600000
3.86778138 1.37560000
3.88506806 1.37440000
3.90235474 1.37240000
3.91964143 1.36930000
3.93692811 1.36520000
3.95421479 1.35990000
3.97150147 1.35370000
3.98878816 1.35310000
4.00607484 1.36990000
4.02336152 1.38730000
4.04064820 1.40470000
4.05793488 1.42170000
4.07522156 1.43800000
4.09250825 1.45310000
4.10979493 1.46670000

0.00000000 1.34920000
0.02685343 1.35180000
0.05370688 1.35890000
0.08056031 1.36920000
0.10741375 1.38170000
0.13426719 1.39560000
0.16112062 1.41110000
0.18797406 1.42810000
0.21482750 1.44610000
0.24168093 1.44950000
0.26853437 1.43470000
0.29538781 1.41870000
0.32224125 1.40130000
0.34909468 1.38190000
0.37594812 1.36000000
0.40280156 1.33510000
0.40280156 1.33510000
0.42715802 1.34200000
0.45151449 1.35370000
0.47587095 1.36680000
0.50022741 1.38120000
0.52458387 1.39710000
0.54894034 1.41420000
0.57329680 1.43110000
0.59765326 1.43700000
0.62200972 1.42600000
0.64636618 1.41370000
0.67072265 1.40210000
0.69507911 1.39160000
0.71943557 1.38330000
0.74379204 1.37780000
0.76814850 1.37600000
0.76814850 1.37600000
0.79500194 1.37920000
0.82185538 1.38760000
0.84870881 1.39910000
0.87556225 1.41170000
0.90241569 1.42390000
0.92926912 1.43470000
0.95612256 1.44170000
0.98297600 1.44200000
1.00982944 1.43610000
1.03668287 1.43290000
1.06353631 1.44340000
1.09038975 1.46150000
1.11724318 1.48020000
1.14409662 1.49550000
1.17095006 1.50180000
1.17095006 1.50180000
1.19530652 1.51540000
1.21966299 1.51350000
1.24401945 1.48080000
1.26837591 1.45810000
1.29273238 1.44390000
1.31708884 1.42890000
1.34144530 1.41350000
1.36580176 1.39870000
1.39015822 1.38520000
1.41451469 1.37360000
1.43887115 1.36430000
1.46322761 1.35740000
1.48758407 1.35260000
1.51194054 1.35000000
1.53629700 1.34920000
1.53629700 1.34920000
1.55358368 1.35050000
1.57087037 1.35410000
1.58815705 1.35980000
1.60544373 1.36740000
1.62273041 1.37680000
1.64001709 1.38790000
1.65730377 1.40060000
1.67459046 1.41470000
1.69187714 1.43010000
1.70916382 1.43590000
1.72645051 1.43330000
1.74373719 1.42880000
1.76102387 1.42160000
1.77831055 1.41230000
1.79559723 1.40180000
1.79559723 1.40180000
1.82245067 1.40020000
1.84930411 1.39530000
1.87615755 1.38810000
1.90301098 1.37920000
1.92986442 1.37000000
1.95671786 1.36140000
1.98357129 1.35410000
2.01042473 1.34900000
2.03727817 1.34620000
2.06413160 1.34590000
2.09098505 1.34760000
2.11783848 1.35150000
2.14469191 1.35730000
2.17154536 1.36450000
2.19839879 1.36880000
2.19839879 1.36880000
2.22275525 1.36920000
2.24711172 1.37030000
2.27146818 1.37240000
2.29582464 1.37580000
2.32018111 1.38090000
2.34453757 1.38800000
2.36889403 1.39670000
2.39325050 1.41110000
2.41760696 1.42370000
2.44196342 1.43250000
2.46631989 1.44320000
2.49067635 1.45260000
2.51503281 1.45990000
2.53938927 1.46460000
2.56374573 1.46670000
2.56374573 1.46670000
2.59059917 1.46670000
2.61745261 1.46680000
2.64430605 1.46690000
2.67115948 1.46710000
2.69801292 1.46770000
2.72486636 1.46890000
2.75171979 1.47130000
2.77857323 1.47540000
2.80542667 1.48140000
2.83228010 1.48940000
2.85913355 1.49870000
2.88598698 1.50810000
2.91284042 1.51630000
2.93969386 1.52190000
2.96654729 1.52380000
2.96654729 1.52380000
2.99090375 1.49260000
3.01526022 1.46370000
3.03961668 1.45480000
3.06397314 1.45990000
3.08832961 1.46330000
3.11268607 1.46210000
3.13704253 1.45680000
3.16139900 1.44870000
3.18575546 1.43930000
3.21011192 1.42960000
3.23446839 1.42070000
3.25882485 1.41290000
3.28318131 1.40690000
3.30753777 1.40310000
3.33189424 1.40180000
3.33189424 1.50180000
3.34918092 1.50320000
3.36646760 1.50740000
3.38375428 1.51430000
3.40104096 1.52320000
3.41832765 1.53350000
3.43561433 1.54270000
3.45290101 1.54640000
3.47018769 1.54440000
3.48747437 1.53990000
3.50476105 1.53500000
3.52204774 1.53040000
3.53933442 1.52650000
3.55662110 1.52390000
3.57390779 1.52300000
3.59119447 1.52380000
3.59119447 1.36880000
3.60848115 1.36430000
3.62576783 1.35440000
3.64305451 1.35070000
3.66034119 1.34830000
3.67762788 1.34550000
3.69491456 1.34230000
3.71220124 1.33880000
3.72948793 1.33530000
3.74677461 1.33180000
3.76406129 1.32860000
3.78134797 1.32570000
3.79863465 1.32370000
3.81592133 1.32970000
3.83320802 1.33370000
3.85049470 1.33510000
3.85049470 1.37600000
3.86778138 1.37560000
3.88506806 1.37440000
3.90235474 1.37240000
3.91964143 1.36930000
3.93692811 1.36520000
3.95421479 1.35990000
3.97150147 1.35370000
3.98878816 1.35310000
4.00607484 1.36990000
4.02336152 1.38730000
4.04064820 1.40470000
4.05793488 1.42170000
4.07522156 1.43800000
4.09250825 1.45310000
4.10979493 1.46670000

0.00000000 1.49820000
0.02685343 1.49890000
0.05370688 1.50020000
0.08056031 1.50080000
0.10741375 1.49930000
0.13426719 1.49450000
0.16112062 1.48650000
0.18797406 1.47570000
0.21482750 1.46320000
0.24168093 1.46430000
0.26853437 1.46030000
0.29538781 1.44600000
0.32224125 1.43840000
0.34909468 1.44790000
0.37594812 1.47400000
0.40280156 1.50700000
0.40280156 1.50700000
0.42715802 1.50510000
0.45151449 1.50000000
0.47587095 1.49280000
0.50022741 1.48410000
0.52458387 1.47440000
0.54894034 1.46370000
0.57329680 1.45290000
0.59765326 1.45180000
0.62200972 1.46560000
0.64636618 1.47810000
0.67072265 1.48820000
0.69507911 1.49590000
0.71943557 1.50140000
0.74379204 1.50460000
0.76814850 1.50570000
0.76814850 1.50570000
0.79500194 1.50830000
0.82185538 1.51570000
0.84870881 1.52710000
0.87556225 1.54120000
0.90241569 1.55580000
0.92926912 1.56290000
0.95612256 1.54940000
0.98297600 1.53770000
1.00982944 1.53630000
1.03668287 1.54240000
1.06353631 1.55150000
1.09038975 1.56090000
1.11724318 1.56920000
1.14409662 1.57580000
1.17095006 1.58060000
1.17095006 1.58060000
1.19530652 1.54980000
1.21966299 1.51620000
1.24401945 1.48530000
1.26837591 1.45890000
1.29273238 1.44680000
1.31708884 1.45900000
1.34144530 1.47010000
1.36580176 1.48010000
1.39015822 1.48900000
1.41451469 1.49660000
1.43887115 1.50260000
1.46322761 1.50640000
1.48758407 1.50500000
1.51194054 1.50020000
1.53629700 1.49820000
1.53629700 1.49820000
1.55358368 1.49660000
1.57087037 1.49170000
1.58815705 1.48410000
1.60544373 1.47470000
1.62273041 1.46440000
1.64001709 1.45460000
1.65730377 1.44670000
1.67459046 1.44120000
1.69187714 1.43800000
1.70916382 1.44660000
1.72645051 1.46340000
1.74373719 1.48010000
1.76102387 1.49580000
1.77831055 1.50970000
1.79559723 1.52120000
1.79559723 1.52120000
1.82245067 1.52150000
1.84930411 1.52250000
1.87615755 1.52340000
1.90301098 1.52390000
1.92986442 1.52360000
1.95671786 1.52210000
1.98357129 1.51860000
2.01042473 1.51320000
2.03727817 1.50490000
2.06413160 1.49320000
2.09098505 1.47780000
2.11783848 1.45910000
2.14469191 1.43860000
2.17154536 1.42010000
2.19839879 1.41130000
2.19839879 1.41130000
2.22275525 1.41640000
2.24711172 1.42970000
2.27146818 1.44780000
2.29582464 1.46890000
2.32018111 1.47200000
2.34453757 1.46150000
2.36889403 1.44870000
2.39325050 1.43380000
2.41760696 1.42500000
2.44196342 1.43760000
2.46631989 1.44830000
2.49067635 1.45670000
2.51503281 1.46270000
2.53938927 1.46600000
2.56374573 1.46670000
2.56374573 1.46670000
2.59059917 1.46670000
2.61745261 1.46680000
2.64430605 1.46690000
2.67115948 1.46710000
2.69801292 1.46770000
2.72486636 1.46890000
2.75171979 1.47130000
2.77857323 1.47540000
2.80542667 1.48140000
2.83228010 1.48940000
2.85913355 1.49880000
2.88598698 1.50820000
2.91284042 1.51630000
2.93969386 1.52190000
2.96654729 1.52380000
2.96654729 1.52380000
2.99090375 1.55020000
3.01526022 1.56920000
3.03961668 1.58100000
3.06397314 1.58790000
3.08832961 1.59190000
3.11268607 1.59370000
3.13704253 1.59260000
3.16139900 1.58780000
3.18575546 1.57930000
3.21011192 1.56780000
3.23446839 1.55490000
3.25882485 1.54220000
3.28318131 1.53120000
3.30753777 1.52380000
3.33189424 1.52120000
3.33189424 1.58060000
3.34918092 1.58040000
3.36646760 1.57990000
3.38375428 1.57890000
3.40104096 1.57730000
3.41832765 1.57470000
3.43561433 1.57160000
3.45290101 1.56730000
3.47018769 1.56200000
3.48747437 1.55600000
3.50476105 1.54950000
3.52204774 1.54270000
3.53933442 1.53630000
3.55662110 1.53070000
3.57390779 1.52640000
3.59119447 1.52380000
3.59119447 1.41130000
3.60848115 1.41620000
3.62576783 1.42750000
3.64305451 1.44100000
3.66034119 1.45550000
3.67762788 1.47030000
3.69491456 1.48500000
3.71220124 1.49910000
3.72948793 1.50060000
3.74677461 1.50200000
3.76406129 1.50340000
3.78134797 1.50460000
3.79863465 1.50560000
3.81592133 1.50630000
3.83320802 1.50690000
3.85049470 1.50700000
3.85049470 1.50570000
3.86778138 1.50570000
3.88506806 1.50580000
3.90235474 1.50580000
3.91964143 1.50610000
3.93692811 1.50630000
3.95421479 1.50680000
3.97150147 1.50710000
3.98878816 1.50700000
4.00607484 1.50620000
4.02336152 1.50430000
4.04064820 1.50090000
4.05793488 1.49560000
4.07522156 1.48810000
4.09250825 1.47850000
4.10979493 1.46670000

0.00000000 1.51830000
0.02685343 1.51830000
0.05370688 1.51830000
0.08056031 1.51780000
0.10741375 1.51640000
0.13426719 1.51330000
0.16112062 1.50780000
0.18797406 1.49980000
0.21482750 1.48890000
0.24168093 1.47540000
0.26853437 1.48080000
0.29538781 1.49350000
0.32224125 1.50430000
0.34909468 1.51820000
0.37594812 1.53770000
0.40280156 1.50700000
0.40280156 1.50700000
0.42715802 1.50520000
0.45151449 1.50000000
0.47587095 1.49280000
0.50022741 1.48410000
0.52458387 1.47440000
0.54894034 1.46370000
0.57329680 1.45290000
0.59765326 1.45180000
0.62200972 1.46560000
0.64636618 1.47810000
0.67072265 1.48820000
0.69507911 1.49590000
0.71943557 1.50140000
0.74379204 1.50460000
0.76814850 1.50570000
0.76814850 1.50570000
0.79500194 1.50830000
0.82185538 1.51570000
0.84870881 1.52720000
0.87556225 1.54130000
0.90241569 1.55580000
0.92926912 1.56290000
0.95612256 1.54940000
0.98297600 1.53770000
1.00982944 1.53630000
1.03668287 1.54240000
1.06353631 1.55150000
1.09038975 1.56100000
1.11724318 1.56920000
1.14409662 1.57580000
1.17095006 1.58060000
1.17095006 1.58060000
1.19530652 1.55530000
1.21966299 1.55320000
1.24401945 1.59290000
1.26837591 1.64380000
1.29273238 1.64070000
1.31708884 1.63000000
1.34144530 1.61430000
1.36580176 1.59540000
1.39015822 1.57550000
1.41451469 1.55590000
1.43887115 1.53820000
1.46322761 1.52440000
1.48758407 1.51810000
1.51194054 1.51790000
1.53629700 1.51830000
1.53629700 1.51830000
